99.0085	80
101.0245	1512
102.0307	74.666664
103.0399	276
113.0235	904
114.0301	62.666668
115.0397	152
119.0343	690.66669
127.0397	90.666664
131.0363	269.33334
140.5044	69.333336
143.0352	992
145.0495	228
161.0413	192
161.0462	478.66666
162.0495	77.333336
163.0599	486.66666
163.0657	109.33334
165.3367	81.333336
179.0552	282.66666
205.0664	74.666664
205.0719	893.33331
221.0619	70.666664
221.0677	262.66666
233.0745	92
247.0807	368
289.0828	140
306.0799	76
307.1025	416
367.1256	797.33331
368.1272	290.66666
369.477	64
423.3264	398.66666
439.3316	69.333336
440.3369	66.666664
453.3389	94.666664
469.318	86.666664
471.347	26160
472.3512	6966.6665
473.3534	1066.6666
474.3601	145.33333
485.3409	56
513.3577	110.66666
520.9033	61.333332
525.3651	1113.3334
526.3617	182.66667
568.3701	118.66666
569.3599	62.666668
597.3815	101.33334
598.381	66.666664
615.3888	7328
616.3948	2233.3333
617.3939	628
633.4009	34381.332
633.8141	66.666664
634.4049	11753.333
635.4052	2368
636.403	382.66666
647.4146	192
675.4099	845.33331
675.4298	92
676.3943	254.66667
677.4095	90.666664
688.4233	81.333336
777.3917	112
777.4416	5130.6665
778.4433	2281.3333
779.4442	569.33331
779.485	70.666664
780.4353	64
783.5791	53.333332
795.2787	62.666668
795.3775	77.333336
795.4518	24416
796.4562	10241.333
797.4549	2786.6667
798.467	593.33331
837.4683	608
838.4675	348
915.1346	54.666668
939.609	69.333336
940.2009	81.333336
940.5016	61.333332
941.0273	84
941.3558	88
941.5112	87606.664
941.6476	76
941.7364	82.666664
941.999	236
942.4167	124
942.5135	43480
943.0203	82.666664
943.5171	10433.333
944.4895	121.33334
944.5205	2185.3333
945.5244	318.66666
957.4738	56
983.5189	849.33331
984.481	106.66666
984.5183	233.33333
985.5253	150.66667
994.3849	58.666668
996.4135	57.333332
1025.5403	108
1049.006	72
1049.4858	50.666668
1051.0303	61.333332
1103.5406	162.66667
1103.5719	242.66667
1104.5409	189.33333
1105.5095	50.666668
