1	272.958
2	112.9866
3	131.0462
4	377.0863
5	377.0883
6	565.048
7	550.1288
8	431.1195
9	449.1092
10	449.109
11	435.1296
12	433.114
13	161.0247
14	581.1501
15	583.168
16	475.1243
17	459.1296
18	459.1299
19	435.1298
20	613.1769
21	443.1554
22	372.2145
23	489.1758
24	483.0932
25	357.1343
26	379.1608
27	693.241
28	357.1346
29	267.066
30	543.2086
31	245.0453
32	267.0659
33	245.0455
34	267.0664
35	267.0295
36	593.1866
37	269.0814
38	269.0821
39	407.1916
40	629.2813
41	493.2283
42	1165.5637
43	987.4831
44	1059.4975
45	1019.5061
46	825.4289
47	971.4842
48	987.4811
49	857.4514
50	1149.5692
51	971.4854
52	825.426
53	867.4378
54	1003.509
55	897.4458
56	809.4324
57	823.4137
58	911.4294
59	853.458
60	855.4398
61	971.485
62	841.4574
63	827.4431
64	851.4438
65	895.4299
66	865.4245
67	1133.576
68	955.4908
69	851.4463
70	1043.5074
71	973.4985
72	955.4903
73	1041.4912
74	1027.513
75	809.4345
76	811.4457
77	281.0453
78	841.4573
79	811.4461
80	297.0769
81	793.4393
82	851.4441
83	1027.5106
84	825.4619
85	837.4624
86	857.4524
87	987.5169
88	825.4278
89	313.0719
90	835.4481
91	663.3745
92	1043.5432
93	695.4017
94	663.3763
95	821.4693
96	941.5122
97	647.3797
98	691.4053
99	1027.513
100	661.3604
101	811.4474
102	971.5211
103	939.4963
104	1025.4984
105	1041.527
106	593.0739
107	476.2774
108	564.3292
109	547.1033
110	265.148
111	452.278
112	622.3728
113	664.4198
114	694.4301
115	323.2202
116	499.3627
117	387.2919
118	415.3207
119	112.9859
120	452.9231
121	678.9794
122	301.997
123	112.9861
124	112.9858
125	304.9142
126	162.8398
