99.0087	1193
101.0255	597
103.0394	143
112.0171	214
112.9874	173
113.0239	2660
113.0264	407
114.0275	57
115.0402	880
119.034	136
129.021	56
131.0355	1362
132.042	51
133.0152	38
139.0046	176
143.0348	1120
145.052	501
146.0509	65
157.0149	369
161.0497	45
163.0583	223
163.0638	171
163.0673	39
205.0717	1029
219.0507	49
247.082	481
248.0863	38
249.7671	43
277.0955	96
359.268	80
365.115	158
375.3058	138
391.1323	43
391.2935	78
391.3169	76
393.3195	276
395.1183	154
407.2928	213
407.3327	272
409.3502	374
410.3541	137
424.3198	47
425.3449	172
426.3336	55
427.3625	87
435.1109	125
436.1134	44
437.345	678
438.3378	56
438.3521	94
438.3609	81
439.35	57
441.594	51
453.3268	94
454.1277	39
455.3519	83
456.3605	53
457.3194	50
457.3689	1322
458.3722	364
459.3793	57
469.3304	70
500.5788	56
501.3614	105
527.3681	45
553.3778	50
571.4061	493
572.4	120
597.4	49
615.392	835
616.3942	362
617.3818	92
633.3903	57
703.4206	52
703.4512	209
704.4485	187
747.4311	109
765.4359	211
766.4435	89
849.4856	139
850.4811	64
893.4822	924
893.506	156
894.4873	431
894.5139	216
895.4635	71
910.3958	61
911.2157	49
911.2574	54
911.2942	80
911.3982	90
911.5019	75496
911.6816	64
911.9696	43
912.0454	58
912.1773	52
912.3619	109
912.505	38699
912.9418	38
913.437	55
913.5057	9517
914.5068	1689
915.4808	55
915.5191	302
916.5249	65
1222.9832	51
