1	272.9589
2	112.9855
3	377.0869
4	191.0207
5	133.0149
6	565.0481
7	191.0206
8	315.0724
9	285.0622
10	315.0723
11	323.1348
12	325.0929
13	293.1245
14	355.1035
15	449.1094
16	431.1196
17	387.166
18	637.1404
19	479.1184
20	161.0248
21	162.0284
22	161.0247
23	443.1188
24	381.1758
25	433.2077
26	637.1045
27	393.1767
28	639.1917
29	621.1102
30	399.1656
31	947.409
32	474.1771
33	607.1301
34	431.098
35	474.1776
36	491.1199
37	431.0987
38	449.1665
39	597.24
40	597.2397
41	505.0986
42	253.0507
43	491.1196
44	493.2368
45	449.2027
46	767.1474
47	797.1551
48	767.1458
49	421.2079
50	148.0532
51	245.0458
52	681.385
53	245.0458
54	679.3689
55	267.0662
56	267.0304
57	445.1865
58	435.2232
59	582.2795
60	1089.5478
61	827.4448
62	463.2191
63	299.0559
64	1089.5089
65	329.0664
66	1383.6064
67	1398.5921
68	1398.5876
69	1398.5886
70	1265.5425
71	1235.5312
72	1265.5479
73	1235.536
74	551.2439
75	973.4965
76	1103.4891
77	629.2829
78	1383.6046
79	1383.6083
80	625.2797
81	1252.5643
82	559.2575
83	635.2802
84	1251.5642
85	1089.5107
86	543.3171
87	1089.5115
88	267.0658
89	629.282
90	645.3132
91	311.0565
92	213.1501
93	479.2497
94	971.4836
95	564.2509
96	1087.4964
97	297.0771
98	1381.5905
99	283.0608
100	616.2735
101	1117.5035
102	1249.5496
103	299.0931
104	1219.5375
105	1367.6154
106	543.2453
107	1087.4933
108	1235.5684
109	1205.5584
110	469.2441
111	616.2748
112	718.3242
113	1087.4975
114	971.4839
115	811.4482
116	630.2908
117	1073.5162
118	819.3649
119	1071.4987
120	396.216
121	311.0556
122	1115.5262
123	951.4559
124	542.2563
125	622.2926
126	1229.5935
127	1043.5052
128	281.0463
129	911.4655
130	527.3223
131	1085.5516
132	1027.5106
133	313.0721
134	527.3219
135	1013.532
136	1043.5452
137	1011.5165
138	911.5017
139	941.5095
140	1129.541
141	765.4428
142	795.4526
143	795.4547
144	997.4997
145	1027.508
146	1013.5305
147	925.5161
148	909.4854
149	939.495
150	1067.5419
151	1067.5452
152	1025.4934
153	1123.532
154	1153.5409
155	293.2122
156	275.2015
157	275.2016
158	721.3647
159	293.2119
160	474.2613
161	562.3151
162	721.3651
163	474.2628
164	562.3141
165	271.2279
166	295.228
167	295.2281
168	476.279
169	559.3135
170	564.3313
171	559.3133
172	564.331
173	265.1482
174	452.2775
175	540.3306
176	566.3453
177	505.257
178	683.4001
179	683.4014
180	664.4193
181	277.2168
182	481.2571
183	694.4302
184	636.4246
185	279.2332
186	619.2564
187	746.4604
188	255.2331
189	281.2486
190	283.2642
191	112.9861
192	248.9607
193	262.0049
194	112.9859
195	304.9137
196	714.5066
197	160.8419
