113.0233	74.666664
139.006	69.333336
437.3127	93.333336
439.3123	97.333336
439.324	142.66667
440.3269	113.33334
455.3192	84
487.2981	53.333332
487.3296	182.66667
487.3446	792
488.3407	353.33334
529.3525	132
530.3509	53.333332
583.3572	124
584.3795	54.666668
601.375	1420
602.3863	632
603.3955	58.666668
615.3935	61.333332
620.39	76
645.3614	172
646.3553	88
646.3797	144
807.4132	96
808.4233	117.33334
817.0308	53.333332
825.4047	69.333336
825.4277	128
826.4144	114.66666
826.4356	93.333336
827.4338	69.333336
867.4354	2368
868.4442	1917.3334
869.4336	189.33333
