peakNO,accession,mz,rt,stats,xref,candidate,exact_mass,theoretical_precursor,precursor_type,structure,Attn_w,nH2O_w,err,Sugar_n,Acid_n,cou,DDMP,fer,hex,hexA,mal,pen,sin,dhex,aglycone,ion1,ion2,ion3,ion4,ion5,glycosyl1,glycosyl2,glycosyl3,glycosyl4,glycosyl5,topMs2
105,,1041.527,0,28 candidates,,Multiflorenol,1042.534276,425.378306,[M-H]-,CC1(C)CCC2(C)CCC3(C)C4=CCC5C(C)(C)C(CCC5(C)C4CCC3(C)C2C1)O,688.19095284,72.04225884,0.560643122919378,4,0,0,0,0,0,2,0,2,0,0,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,Taraxasterol,1042.534276,425.378306,[M-H]-,C=C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1C,688.19095284,72.04225884,0.560643122919378,4,0,0,0,0,0,2,0,2,0,0,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,Thalianol,1042.534276,425.378306,[M-H]-,CC(=CCCC(=CCCC(C)C1(C)CCC2=C1CCC1C(C)(C)C(CCC21C)O)C)C,688.19095284,72.04225884,0.560643122919378,4,0,0,0,0,0,2,0,2,0,0,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,Tirucalladienol,1042.534276,425.378306,[M-H]-,CC(=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(CCC4(C)C3CCC12C)O)C,688.19095284,72.04225884,0.560643122919378,4,0,0,0,0,0,2,0,2,0,0,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,?-Taraxasterol,1042.534276,425.378306,[M-H]-,CC1=CCC2(C)CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1C,688.19095284,72.04225884,0.560643122919378,4,0,0,0,0,0,2,0,2,0,0,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,Amyrin,1042.534276,425.378306,[M-H]-,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1,688.19095284,72.04225884,0.560643122919378,4,0,0,0,0,0,2,0,2,0,0,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,Stigmasterol,1042.534276,411.36265593,[M-H]-,CCC(C=CC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O)C(C)C,702.20660291,72.04225884,0.560643122919378,4,0,0,0,0,0,2,0,1,0,1,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,Gypsogenin,1042.534276,469.33174978,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C=O)C5CCC34C)O)C2C1)C(=O)O,644.23750906,72.04225884,0.560633530802709,4,0,0,0,0,1,0,0,2,0,1,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,Glycyrrhetinic acid,1042.534276,469.33174978,[M-H]-,NA,644.23750906,72.04225884,0.541200138470541,4,0,0,0,0,1,0,0,2,0,1,False,,,,,,,,,,,
105,,1041.527,0,28 candidates,,"22-Methoxy-furost-5-en-3,26-diol",1042.534276,445.33174991,[M-H]-,NA,668.23750893,72.04225884,0.541075442475659,3,1,0,1,0,2,0,0,0,0,1,False,,,,,,,,,,,
42,,1165.5637,0,10 candidates,,"22-Methoxy-furostan-3,26-diol",1166.570976,447.34692635,[M-H]-,NA,808.2695972,90.05282355,0.889486450731146,5,0,0,0,0,0,1,0,3,0,1,False,957.5038 [M-dHex-H2O-CO2-H]-,,,,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,"Furostan-3,22,26-triol",1166.570976,433.33127628,[M-H]-,NA,822.28524727,90.05282355,0.88954645549618,5,0,0,0,0,0,1,0,2,0,2,False,957.5038 [M-dHex-H2O-CO2-H]-,811.4473 [M-dHex-dHex-H2O-CO2-H]-,,,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,"22-Methoxy-furost-5-en-3,26-diol",1166.570976,445.33127628,[M-H]-,NA,810.28524727,90.05282355,0.88954645549618,5,0,0,0,0,2,0,0,3,0,0,False,959.5097 [M-Hex-CO2-H]-,,,,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,"Spirostan-3,6-diol",1166.570976,431.31562621,[M-H]-,NA,824.30089734,90.05282355,0.889606460261207,5,0,0,0,0,2,0,0,2,0,1,False,957.5038 [M-dHex-H2O-CO2-H]-,959.5097 [M-Hex-CO2-H]-,651.415 [M-Hex-Hex-dHex-CO2-H]-,813.4735 [M-Hex-dHex-CO2-H]-,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,"Spirostan-3,17-diol",1166.570976,431.31562621,[M-H]-,NA,824.30089734,90.05282355,0.889606460261207,5,0,0,0,0,2,0,0,2,0,1,False,957.5038 [M-dHex-H2O-CO2-H]-,959.5097 [M-Hex-CO2-H]-,651.415 [M-Hex-Hex-dHex-CO2-H]-,813.4735 [M-Hex-dHex-CO2-H]-,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,"Furost-5-en-3,22,26-triol",1166.570976,431.31562621,[M-H]-,NA,824.30089734,90.05282355,0.889606460261207,5,0,0,0,0,2,0,0,2,0,1,False,957.5038 [M-dHex-H2O-CO2-H]-,959.5097 [M-Hex-CO2-H]-,651.415 [M-Hex-Hex-dHex-CO2-H]-,813.4735 [M-Hex-dHex-CO2-H]-,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,Spirostan-3-ol,1166.570976,415.32071157,[M-H]-,NA,840.29581198,90.05282355,0.893583922296792,5,0,0,0,0,3,0,0,2,0,0,False,959.5097 [M-Hex-CO2-H]-,,,,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,"Furost-20(22)-en-3,26-diol",1166.570976,415.32071157,[M-H]-,NA,840.29581198,90.05282355,0.893583922296792,5,0,0,0,0,3,0,0,2,0,0,False,959.5097 [M-Hex-CO2-H]-,,,,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,Sarsasapogenin,1166.570976,415.32071157,[M-H]-,NA,840.29581198,90.05282355,0.893583922296792,5,0,0,0,0,3,0,0,2,0,0,False,959.5097 [M-Hex-CO2-H]-,,,,,,,,,,957.5038; 487.3433; 958.5032
42,,1165.5637,0,10 candidates,,"22-Methoxy-furostan-3,26-diol",1166.570976,447.34692636,[M-H]-,NA,808.26959719,90.05282355,0.889477878510479,4,1,0,0,0,3,0,1,0,0,1,False,957.5038 [M-dHex-H2O-CO2-H]-,959.5097 [M-Hex-CO2-H]-,651.415 [M-Hex-Hex-dHex-CO2-H]-,813.4735 [M-Hex-dHex-CO2-H]-,,,,,,,957.5038; 487.3433; 958.5032
43,,987.4831,0,19 candidates,,Spirostan-3-ol,988.490376,415.32423528,[M-H]-,NA,644.20112356,72.04225884,2.51017742702233,4,0,0,0,0,0,1,0,3,0,0,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"Furost-20(22)-en-3,26-diol",988.490376,415.32423528,[M-H]-,NA,644.20112356,72.04225884,2.51017742702233,4,0,0,0,0,0,1,0,3,0,0,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Sarsasapogenin,988.490376,415.32423528,[M-H]-,NA,644.20112356,72.04225884,2.51017742702233,4,0,0,0,0,0,1,0,3,0,0,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"22-Methoxy-furostan-3,26-diol",988.490376,447.35045007,[M-H]-,NA,612.17490877,72.04225884,2.51502322444758,3,1,0,0,0,0,1,1,1,0,1,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"Furostan-3,22,26-triol",988.490376,433.3348,[M-H]-,NA,626.19055884,72.04225884,2.51495240886554,3,1,0,0,0,0,1,1,0,0,2,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Ruscogenin,988.490376,429.30349985,[M-H]-,NA,630.22185899,72.04225884,2.51480066155124,4,0,0,0,0,1,0,0,3,0,0,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,3-Hydroxy-spirostan-12-one,988.490376,429.30349985,[M-H]-,NA,630.22185899,72.04225884,2.51480066155124,4,0,0,0,0,1,0,0,3,0,0,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Soyasapogenol A,988.490376,473.36610015,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1O)O)O,568.14869398,54.03169413,2.49445640604677,3,0,0,0,0,1,2,0,0,0,0,False,987.4821 [M-H]-,,,,,"X-Hex, -HexA-HexA","X-Hex, -HexA-HexA","X-Hex-HexA, -HexA","X-Hex, -HexA-HexA","X-Hex-HexA, -HexA",987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Soyasapogenol A,988.490376,473.36610015,[M-H]-,NA,568.14869398,54.03169413,2.5151041562949,3,0,0,0,0,1,2,0,0,0,0,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"22-Methoxy-furost-5-en-3,26-diol",988.490376,445.3348,[M-H]-,NA,614.19055884,72.04225884,2.51495240886554,3,1,0,0,0,2,0,1,1,0,0,False,987.4821 [M-H]-,487.3441 [M-Hex-Hex-Pen-CO2-H]-,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Zanhic acid,988.490376,517.31954393,[M-H]-,CC1(C)CCC2(C(C1)C1=CCC3C4(C)CC(C(C(C)(C4CCC3(C)C1(C)CC2O)C(=O)O)O)O)C(=O)O,524.1952502,54.03169413,2.49446652242664,3,0,0,0,0,2,0,0,0,0,1,False,987.4821 [M-H]-,601.3836 [M-Hex-Hex-H2O-CO2-H]-,,,,"X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex-Hex, -dHex","X-Hex, -dHex-Hex","X-Hex-Hex, -dHex",987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"Spirostan-3,6-diol",988.490376,431.31914993,[M-H]-,NA,628.20620891,72.04225884,2.51488159351353,3,1,0,0,0,2,0,1,0,0,1,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"Spirostan-3,17-diol",988.490376,431.31914993,[M-H]-,NA,628.20620891,72.04225884,2.51488159351353,3,1,0,0,0,2,0,1,0,0,1,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"Furost-5-en-3,22,26-triol",988.490376,431.31914993,[M-H]-,NA,628.20620891,72.04225884,2.51488159351353,3,1,0,0,0,2,0,1,0,0,1,False,987.4821 [M-H]-,,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Bayogenin,988.490376,487.34536472,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(CO)C5CCC34C)O)O)C2C1)C(=O)O,554.16942941,54.03169413,2.49445640604677,3,0,0,0,0,2,1,0,0,0,0,True,987.4821 [M-H]-,487.3441 *[Agly-H]-,601.3836 [M-Hex-Hex-H2O-CO2-H]-,,,"X-Hex-Hex, -HexA","X-Hex-Hex, -HexA","X-Hex-Hex, -HexA","X-Hex, -HexA-Hex","X-Hex-Hex, -HexA",987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Medicagenic acid,988.490376,501.32462929,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C5CCC34C)C(=O)O)O)O)C2C1)C(=O)O,540.19016484,54.03169413,2.49446652265666,3,0,0,0,0,3,0,0,0,0,0,True,987.4821 [M-H]-,601.3836 [M-Hex-Hex-H2O-CO2-H]-,439.3251 *[Agly-H2O-CO2-H]-,,,"X-Hex, -Hex-Hex","X-Hex, -Hex-Hex",X-Hex-Hex-Hex,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Spirostan-3-ol,988.490376,415.32423529,[M-H]-,NA,644.20112355,72.04225884,2.51018754363254,3,1,0,0,0,3,0,1,0,0,0,False,987.4821 [M-H]-,439.3251 [M-Hex-Hex-Hex-H2O-CO2-H]-,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,"Furost-20(22)-en-3,26-diol",988.490376,415.32423529,[M-H]-,NA,644.20112355,72.04225884,2.51018754363254,3,1,0,0,0,3,0,1,0,0,0,False,987.4821 [M-H]-,439.3251 [M-Hex-Hex-Hex-H2O-CO2-H]-,,,,,,,,,987.4821; 988.4861; 487.3441
43,,987.4831,0,19 candidates,,Sarsasapogenin,988.490376,415.32423529,[M-H]-,NA,644.20112355,72.04225884,2.51018754363254,3,1,0,0,0,3,0,1,0,0,0,False,987.4821 [M-H]-,439.3251 [M-Hex-Hex-Hex-H2O-CO2-H]-,,,,,,,,,987.4821; 988.4861; 487.3441
44,,1059.4975,0,41 candidates,,Leptinidine,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809615231,3,1,0,0,0,0,1,0,2,1,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Solasodine,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809615231,3,1,0,0,0,0,1,0,2,1,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Tomatidenol,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809615231,3,1,0,0,0,0,1,0,2,1,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Dihydroleptinidine,1059.4975,415.33863528,[M]-,NA,716.20112356,72.04225884,6.02142202816115,3,1,1,0,0,0,2,0,0,0,1,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Soladulcidine,1059.4975,415.33863528,[M]-,NA,716.20112356,72.04225884,6.02142202816115,3,1,1,0,0,0,2,0,0,0,1,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Tomatidine,1059.4975,415.33863528,[M]-,NA,716.20112356,72.04225884,6.02142202816115,3,1,1,0,0,0,2,0,0,0,1,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Leptinidine,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809636692,3,1,0,0,1,1,1,0,1,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Solasodine,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809636692,3,1,0,0,1,1,1,0,1,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Tomatidenol,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809636692,3,1,0,0,1,1,1,0,1,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Leptinidine,1059.4975,413.33824129,[M]-,NA,718.20151755,72.04225884,8.37790024484381,4,0,0,0,0,1,2,0,1,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Solasodine,1059.4975,413.33824129,[M]-,NA,718.20151755,72.04225884,8.37790024484381,4,0,0,0,0,1,2,0,1,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Tomatidenol,1059.4975,413.33824129,[M]-,NA,718.20151755,72.04225884,8.37790024484381,4,0,0,0,0,1,2,0,1,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Leptinidine,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809636692,3,1,1,0,0,2,1,0,0,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Solasodine,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809636692,3,1,1,0,0,2,1,0,0,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Tomatidenol,1059.4975,413.32298521,[M]-,NA,718.21677363,72.04225884,6.02148809636692,3,1,1,0,0,2,1,0,0,0,0,False,,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"22-Methoxy-furost-5-en-3,26-diol",1060.504776,445.32807056,[M-H]-,NA,704.22225299,90.05282355,4.00132381900474,4,1,0,0,0,0,0,1,4,0,0,False,487.3393 [M-Pen-Pen-Pen-Pen-CO2-H]-,795.4164 [M-Pen-Pen-H]-,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Zanhic acid,1060.504776,517.31281449,[M-H]-,CC1(C)CCC2(C(C1)C1=CCC3C4(C)CC(C(C(C)(C4CCC3(C)C1(C)CC2O)C(=O)O)O)O)C(=O)O,614.22694435,72.04225884,4.02041834670497,4,0,0,0,0,0,0,0,3,0,1,False,795.4164 [M-Pen-Pen-H]-,,,,,"X-dHex, -Pen-Pen-Pen","X-dHex, -Pen-Pen-Pen","X-dHex-Pen, -Pen-Pen","X-dHex, -Pen-Pen-Pen","X-dHex-Pen, -Pen-Pen",811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"Spirostan-3,6-diol",1060.504776,431.31242049,[M-H]-,NA,718.23790306,90.05282355,4.00138982472507,4,1,0,0,0,0,0,1,3,0,1,False,795.4164 [M-Pen-Pen-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"Spirostan-3,17-diol",1060.504776,431.31242049,[M-H]-,NA,718.23790306,90.05282355,4.00138982472507,4,1,0,0,0,0,0,1,3,0,1,False,795.4164 [M-Pen-Pen-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"Furost-5-en-3,22,26-triol",1060.504776,431.31242049,[M-H]-,NA,718.23790306,90.05282355,4.00138982472507,4,1,0,0,0,0,0,1,3,0,1,False,795.4164 [M-Pen-Pen-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Bayogenin,1060.504776,487.33863528,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(CO)C5CCC34C)O)O)C2C1)C(=O)O,644.20112356,72.04225884,4.02042777621574,4,0,0,0,0,0,1,0,3,0,0,True,487.3393 *[Agly-H]-,795.4164 [M-Pen-Pen-H]-,,,,"X-HexA, -Pen-Pen-Pen","X-HexA, -Pen-Pen-Pen","X-HexA-Pen, -Pen-Pen","X-HexA, -Pen-Pen-Pen","X-HexA-Pen, -Pen-Pen",811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Spirostan-3-ol,1060.504776,415.31750586,[M-H]-,NA,716.22225298,72.04225884,4.00575563561791,4,0,0,0,0,0,2,0,0,0,2,False,529.3522 [M-HexA-dHex-dHex-H2O-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"Furost-20(22)-en-3,26-diol",1060.504776,415.31750586,[M-H]-,NA,716.22225298,72.04225884,4.00575563561791,4,0,0,0,0,0,2,0,0,0,2,False,529.3522 [M-HexA-dHex-dHex-H2O-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Sarsasapogenin,1060.504776,415.31750586,[M-H]-,NA,716.22225298,72.04225884,4.00575563561791,4,0,0,0,0,0,2,0,0,0,2,False,529.3522 [M-HexA-dHex-dHex-H2O-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Campersterol,1060.504776,399.35897672,[M-H]-,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O,732.18078212,72.04225884,4.02042777621574,4,0,0,0,0,0,3,0,1,0,0,False,,,,,,X-HexA-HexA-HexA-Pen,X-HexA-HexA-HexA-Pen,X-HexA-HexA-Pen-HexA,X-HexA-HexA-HexA-Pen,X-HexA-HexA-Pen-HexA,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Medicagenic acid,1060.504776,501.31789985,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C5CCC34C)C(=O)O)O)O)C2C1)C(=O)O,630.22185899,72.04225884,4.02041834670497,4,0,0,0,0,1,0,0,3,0,0,True,853.4591 [M-Hex-CO2-H]-,439.3216 *[Agly-H2O-CO2-H]-,795.4164 [M-Pen-Pen-H]-,,,"X-Hex, -Pen-Pen-Pen","X-Hex, -Pen-Pen-Pen","X-Hex, -Pen-Pen-Pen","X-Hex, -Pen-Pen-Pen","X-Hex-Pen, -Pen-Pen",811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Spirostan-3-ol,1060.504776,415.31750585,[M-H]-,NA,734.2328177,90.05282355,4.00576506470016,4,1,0,0,0,1,0,1,3,0,0,False,811.4445 [M-Hex-Mal-H]-,793.428 [M-Hex-Mal-H2O-H]-,853.4591 [M-Hex-CO2-H]-,439.3216 [M-Hex-Pen-Pen-Pen-H2O-CO2-H]-,529.3522 [M-Hex-Pen-Pen-Mal-H2O-H]-,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"Furost-20(22)-en-3,26-diol",1060.504776,415.31750585,[M-H]-,NA,734.2328177,90.05282355,4.00576506470016,4,1,0,0,0,1,0,1,3,0,0,False,811.4445 [M-Hex-Mal-H]-,793.428 [M-Hex-Mal-H2O-H]-,853.4591 [M-Hex-CO2-H]-,439.3216 [M-Hex-Pen-Pen-Pen-H2O-CO2-H]-,529.3522 [M-Hex-Pen-Pen-Mal-H2O-H]-,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Sarsasapogenin,1060.504776,415.31750585,[M-H]-,NA,734.2328177,90.05282355,4.00576506470016,4,1,0,0,0,1,0,1,3,0,0,False,811.4445 [M-Hex-Mal-H]-,793.428 [M-Hex-Mal-H2O-H]-,853.4591 [M-Hex-CO2-H]-,439.3216 [M-Hex-Pen-Pen-Pen-H2O-CO2-H]-,529.3522 [M-Hex-Pen-Pen-Mal-H2O-H]-,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Ruscogenin,1060.504776,429.29677043,[M-H]-,NA,702.24298841,72.04225884,4.00144640136306,4,0,0,0,0,1,1,0,0,0,2,False,853.4591 [M-Hex-CO2-H]-,529.3522 [M-HexA-dHex-dHex-H2O-CO2-H]-,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,3-Hydroxy-spirostan-12-one,1060.504776,429.29677043,[M-H]-,NA,702.24298841,72.04225884,4.00144640136306,4,0,0,0,0,1,1,0,0,0,2,False,853.4591 [M-Hex-CO2-H]-,529.3522 [M-HexA-dHex-dHex-H2O-CO2-H]-,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Furost-20(22)-en-26-ol,1060.504776,399.32259122,[M-H]-,NA,732.21716762,72.04225884,4.0101308755548,4,0,0,0,0,1,2,0,0,0,1,False,853.4591 [M-Hex-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"12,17-Dihydroxy-spirost-4-en-3-one",1060.504776,443.276035,[M-H]-,NA,688.26372384,72.04225884,3.99713716728547,4,0,0,0,0,2,0,0,0,0,2,False,853.4591 [M-Hex-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,"Furostan-3,22,26-triol",1060.504776,433.3280707,[M-H]-,NA,698.21168814,72.04225884,4.00119180777845,3,1,0,1,0,2,1,0,0,0,0,False,853.4591 [M-Hex-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Soyasapogenol A,1060.504776,473.35937072,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1O)O)O,658.18038812,72.04225884,4.02041834670497,3,1,0,0,0,2,1,1,0,0,0,False,811.4445 [M-Hex-Mal-H]-,793.428 [M-Hex-Mal-H2O-H]-,649.3908 [M-Hex-Hex-Mal-H]-,631.3828 [M-Hex-Hex-Mal-H2O-H]-,853.4591 [M-Hex-CO2-H]-,"X-Hex-Hex, -HexA-Mal","X-Hex-Hex, -HexA-Mal","X-Hex-Hex, -HexA-Mal","X-Hex-Hex, -HexA-Mal","X-Hex-Hex, -HexA-Mal",811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Soyasapogenol A,1060.504776,473.35937072,[M-H]-,NA,658.18038812,72.04225884,4.00117294897057,3,1,0,0,0,2,1,1,0,0,0,False,811.4445 [M-Hex-Mal-H]-,793.428 [M-Hex-Mal-H2O-H]-,649.3908 [M-Hex-Hex-Mal-H]-,631.3828 [M-Hex-Hex-Mal-H2O-H]-,853.4591 [M-Hex-CO2-H]-,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Diosgenin,1060.504776,413.30185579,[M-H]-,NA,718.23790305,72.04225884,4.00582164133765,4,0,0,0,0,2,1,0,0,0,1,False,853.4591 [M-Hex-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Yamogenin,1060.504776,413.30185579,[M-H]-,NA,718.23790305,72.04225884,4.00582164133765,4,0,0,0,0,2,1,0,0,0,1,False,853.4591 [M-Hex-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Spirost-25(27)-en-3-ol,1060.504776,413.30185579,[M-H]-,NA,718.23790305,72.04225884,4.00582164133765,4,0,0,0,0,2,1,0,0,0,1,False,853.4591 [M-Hex-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Spirost-5-en-3-ol,1060.504776,413.30185579,[M-H]-,NA,718.23790305,72.04225884,4.00582164133765,4,0,0,0,0,2,1,0,0,0,1,False,853.4591 [M-Hex-CO2-H]-,,,,,,,,,,811.4445; 487.3393; 812.4469
44,,1059.4975,0,41 candidates,,Bayogenin,1060.504776,487.33863529,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(CO)C5CCC34C)O)O)C2C1)C(=O)O,644.20112355,72.04225884,4.02041834670497,3,1,0,0,0,3,0,1,0,0,0,True,811.4445 [M-Hex-Mal-H]-,487.3393 *[Agly-H]-,793.428 [M-Hex-Mal-H2O-H]-,649.3908 [M-Hex-Hex-Mal-H]-,631.3828 [M-Hex-Hex-Mal-H2O-H]-,"X-Hex-Hex-Hex, -Mal","X-Hex-Hex-Hex, -Mal","X-Hex-Hex-Hex, -Mal","X-Hex-Hex-Hex, -Mal","X-Hex-Hex, -Mal-Hex",811.4445; 487.3393; 812.4469
45,,1019.5061,0,6 candidates,,"22-Methoxy-furostan-3,26-diol",1020.513376,447.34723528,[M-H]-,NA,644.20112356,72.04225884,0.714071463098444,4,0,0,0,0,0,1,0,3,0,0,False,,,,,,,,,,,
