peakNO,accession,mz,rt,stats,xref,candidate,exact_mass,theoretical_precursor,precursor_type,structure,Attn_w,nH2O_w,err,Sugar_n,Acid_n,cou,DDMP,fer,hex,hexA,mal,pen,sin,dhex,aglycone,ion1,ion2,ion3,ion4,ion5,glycosyl1,glycosyl2,glycosyl3,glycosyl4,glycosyl5,topMs2
73,,1041.4912,0,36 candidates,,Soyasapogenol B,1042.498476,457.36872079,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,656.16473805,72.04225884,0.000978418601210554,3,1,0,0,0,0,2,1,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Soyasapogenol B,1042.498476,457.36872079,[M-H]-,NA,656.16473805,72.04225884,0.0161055391901615,3,1,0,0,0,0,2,1,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,"3,3-Dimethoxy-17-hydroxy-spirostan-3-al-12-one",1042.498476,489.32216469,[M-H]-,NA,624.21129415,72.04225884,0.0294388927304946,3,1,0,1,0,1,0,0,2,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Medicagenic acid,1042.498476,501.32216457,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C5CCC34C)C(=O)O)O)O)C2C1)C(=O)O,612.21129427,72.04225884,0.000988011058052988,3,1,0,0,0,1,0,1,0,0,2,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,"22-Methoxy-furost-5-en-3,26-diol",1042.498476,445.33233541,[M-H]-,NA,668.20112343,72.04225884,0.0205372007513169,3,1,0,1,0,1,1,0,1,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,"Spirostan-3,6-diol",1042.498476,431.31668534,[M-H]-,NA,682.2167735,72.04225884,0.0204700542051121,3,1,0,1,0,1,1,0,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,"Spirostan-3,17-diol",1042.498476,431.31668534,[M-H]-,NA,682.2167735,72.04225884,0.0204700542051121,3,1,0,1,0,1,1,0,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,"Furost-5-en-3,22,26-triol",1042.498476,431.31668534,[M-H]-,NA,682.2167735,72.04225884,0.0204700542051121,3,1,0,1,0,1,1,0,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,2-Hydroxyoleanolic acid,1042.498476,471.34798536,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C)C5CCC34C)O)O)C2C1)C(=O)O,642.18547348,72.04225884,0.000978418819315118,3,1,0,0,0,1,1,1,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Hederagenin,1042.498476,471.34798536,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1)C(=O)O,642.18547348,72.04225884,0.000978418819315118,3,1,0,0,0,1,1,1,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,24-Hydroxy-amyrin,1042.498476,441.37380615,[M-H]-,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1,672.15965269,72.04225884,0.000978418819315118,3,1,0,0,0,1,2,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Erythrodiol,1042.498476,441.37380615,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)CO,672.15965269,72.04225884,0.000978418819315118,3,1,0,0,0,1,2,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Sophoradiol,1042.498476,441.37380615,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(C)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,672.15965269,72.04225884,0.000978418819315118,3,1,0,0,0,1,2,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Gypsogenic acid,1042.498476,485.32724993,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C5CCC34C)C(=O)O)O)C2C1)C(=O)O,628.20620891,72.04225884,0.000988011058052988,3,1,0,0,0,2,0,1,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Polygalagenin,1042.498476,485.32724993,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C=O)C5CCC34C)O)O)C2C1)C(=O)O,628.20620891,72.04225884,0.000988011058052988,3,1,0,0,0,2,0,1,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,24-Hydroxy glycyrrhizic acid,1042.498476,485.32724993,[M-H]-,NA,628.20620891,72.04225884,0.0248729386511531,3,1,0,0,0,2,0,1,0,0,1,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Spirostan-3-ol,1042.498476,415.3217707,[M-H]-,NA,698.21168814,72.04225884,0.0160192081664988,3,1,0,1,0,2,1,0,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,"Furost-20(22)-en-3,26-diol",1042.498476,415.3217707,[M-H]-,NA,698.21168814,72.04225884,0.0160192081664988,3,1,0,1,0,2,1,0,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Sarsasapogenin,1042.498476,415.3217707,[M-H]-,NA,698.21168814,72.04225884,0.0160192081664988,3,1,0,1,0,2,1,0,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Oleanolic acid,1042.498476,455.35307072,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)C(=O)O,658.18038812,72.04225884,0.000978418601210554,3,1,0,0,0,2,1,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Soyasapogenol E,1042.498476,455.35307072,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(=O)C1)O,658.18038812,72.04225884,0.000978418601210554,3,1,0,0,0,2,1,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Soyasapogenol E,1042.498476,455.35307072,[M-H]-,NA,658.18038812,72.04225884,0.016038393080761,3,1,0,0,0,2,1,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,11-Deoxyo glycyrrhizic acid,1042.498476,455.35307072,[M-H]-,NA,658.18038812,72.04225884,0.016038393080761,3,1,0,0,0,2,1,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Ruscogenin,1042.498476,429.30103527,[M-H]-,NA,684.23242357,72.04225884,0.0204029078770209,3,1,0,1,0,3,0,0,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,3-Hydroxy-spirostan-12-one,1042.498476,429.30103527,[M-H]-,NA,684.23242357,72.04225884,0.0204029078770209,3,1,0,1,0,3,0,0,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Gypsogenin,1042.498476,469.33233529,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C=O)C5CCC34C)O)C2C1)C(=O)O,644.20112355,72.04225884,0.000988011058052988,3,1,0,0,0,3,0,1,0,0,0,False,,,,,,,,,,,
73,,1041.4912,0,36 candidates,,Glycyrrhetinic acid,1042.498476,469.33233529,[M-H]-,NA,644.20112355,72.04225884,0.0204220925733467,3,1,0,0,0,3,0,1,0,0,0,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,"22-Methoxy-furost-5-en-3,26-diol",1004.516276,445.32939985,[M-H]-,NA,630.22185899,72.04225884,2.9010396499994,4,0,0,0,0,1,0,0,3,0,0,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,"Spirostan-3,6-diol",1004.516276,431.31374978,[M-H]-,NA,644.23750906,72.04225884,2.90110933504556,4,0,0,0,0,1,0,0,2,0,1,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,"Spirostan-3,17-diol",1004.516276,431.31374978,[M-H]-,NA,644.23750906,72.04225884,2.90110933504556,4,0,0,0,0,1,0,0,2,0,1,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,"Furost-5-en-3,22,26-triol",1004.516276,431.31374978,[M-H]-,NA,644.23750906,72.04225884,2.90110933504556,4,0,0,0,0,1,0,0,2,0,1,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,Spirostan-3-ol,1004.516276,415.31883514,[M-H]-,NA,660.2324237,72.04225884,2.90572844696045,4,0,0,0,0,2,0,0,2,0,0,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,"Furost-20(22)-en-3,26-diol",1004.516276,415.31883514,[M-H]-,NA,660.2324237,72.04225884,2.90572844696045,4,0,0,0,0,2,0,0,2,0,0,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,Sarsasapogenin,1004.516276,415.31883514,[M-H]-,NA,660.2324237,72.04225884,2.90572844696045,4,0,0,0,0,2,0,0,2,0,0,False,,,,,,,,,,,
54,,1003.509,0,8 candidates,,"22-Methoxy-furostan-3,26-diol",1004.516276,447.34504993,[M-H]-,NA,628.20620891,72.04225884,2.90096001007597,3,1,0,0,0,2,0,1,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Acetylleptinidine,1027.513,455.3388792,[M]-,NA,644.21637964,72.04225884,1.01779630597854,3,1,0,0,1,0,0,0,3,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Leptinidine,1027.513,413.32831449,[M]-,NA,686.22694435,72.04225884,1.02238018022195,3,1,1,0,0,0,1,0,0,0,2,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Solasodine,1027.513,413.32831449,[M]-,NA,686.22694435,72.04225884,1.02238018022195,3,1,1,0,0,0,1,0,0,0,2,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Tomatidenol,1027.513,413.32831449,[M]-,NA,686.22694435,72.04225884,1.02238018022195,3,1,1,0,0,0,1,0,0,0,2,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Acetylleptinidine,1027.513,455.3388792,[M]-,NA,644.21637964,72.04225884,1.01779630597854,3,1,1,0,0,1,0,0,2,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Gypsogenic acid,1028.520276,485.32831449,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C5CCC34C)C(=O)O)O)C2C1)C(=O)O,614.22694435,72.04225884,1.03604287529849,4,0,0,0,0,0,0,0,3,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Polygalagenin,1028.520276,485.32831449,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C=O)C5CCC34C)O)O)C2C1)C(=O)O,614.22694435,72.04225884,1.03604287529849,4,0,0,0,0,0,0,0,3,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,24-Hydroxy glycyrrhizic acid,1028.520276,485.32831449,[M-H]-,NA,614.22694435,72.04225884,1.06025246333487,4,0,0,0,0,0,0,0,3,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Furost-20(22)-en-26-ol,1028.520276,399.32792049,[M-H]-,NA,718.23790306,90.05282355,1.04664064664262,4,1,0,0,0,0,0,1,3,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"12,17-Dihydroxy-spirost-4-en-3-one",1028.520276,443.28136428,[M-H]-,NA,656.27389456,72.04225884,1.06004828602979,4,0,0,0,0,0,0,0,0,0,4,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Oleanolic acid,1028.520276,455.35413528,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)C(=O)O,644.20112356,72.04225884,1.03603315245435,4,0,0,0,0,0,1,0,3,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol E,1028.520276,455.35413528,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(=O)C1)O,644.20112356,72.04225884,1.03603315245435,4,0,0,0,0,0,1,0,3,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol E,1028.520276,455.35413528,[M-H]-,NA,644.20112356,72.04225884,1.05129783251349,4,0,0,0,0,0,1,0,3,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,11-Deoxyo glycyrrhizic acid,1028.520276,455.35413528,[M-H]-,NA,644.20112356,72.04225884,1.05129783251349,4,0,0,0,0,0,1,0,3,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"22-Methoxy-furostan-3,26-diol",1028.520276,447.34905005,[M-H]-,NA,652.20620879,72.04225884,1.05593557273868,3,1,0,1,0,0,1,0,1,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"Furostan-3,22,26-triol",1028.520276,433.33339998,[M-H]-,NA,666.22185886,72.04225884,1.05586751371126,3,1,0,1,0,0,1,0,0,0,2,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol A,1028.520276,473.3647,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1O)O)O,626.19055884,72.04225884,1.03604287507742,3,1,0,0,0,0,1,1,0,0,2,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol A,1028.520276,473.3647,[M-H]-,NA,626.19055884,72.04225884,1.05588695917924,3,1,0,0,0,0,1,1,0,0,2,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Diosgenin,1028.520276,413.30718507,[M-H]-,NA,686.24807377,72.04225884,1.051093654991,4,0,0,0,0,0,1,0,0,0,3,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Yamogenin,1028.520276,413.30718507,[M-H]-,NA,686.24807377,72.04225884,1.051093654991,4,0,0,0,0,0,1,0,0,0,3,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Spirost-25(27)-en-3-ol,1028.520276,413.30718507,[M-H]-,NA,686.24807377,72.04225884,1.051093654991,4,0,0,0,0,0,1,0,0,0,3,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Spirost-5-en-3-ol,1028.520276,413.30718507,[M-H]-,NA,686.24807377,72.04225884,1.051093654991,4,0,0,0,0,0,1,0,0,0,3,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Stigmasterol,1028.520276,411.364306,[M-H]-,CCC(C=CC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O)C(C)C,688.19095284,72.04225884,1.03603315245435,4,0,0,0,0,0,2,0,2,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Gypsogenin,1028.520276,469.33339985,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C=O)C5CCC34C)O)C2C1)C(=O)O,630.22185899,72.04225884,1.03604287529849,4,0,0,0,0,1,0,0,3,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Glycyrrhetinic acid,1028.520276,469.33339985,[M-H]-,NA,630.22185899,72.04225884,1.05574111827989,4,0,0,0,0,1,0,0,3,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Bayogenin,1028.520276,487.34396457,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(CO)C5CCC34C)O)O)C2C1)C(=O)O,612.21129427,72.04225884,1.03604287529849,3,1,0,0,0,1,0,1,0,0,2,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol B,1028.520276,457.36978536,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,642.18547348,72.04225884,1.03604287529849,3,1,0,0,0,1,1,1,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol B,1028.520276,457.36978536,[M-H]-,NA,642.18547348,72.04225884,1.05137561416366,3,1,0,0,0,1,1,1,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"22-Methoxy-furost-5-en-3,26-diol",1028.520276,445.33339998,[M-H]-,NA,654.22185886,72.04225884,1.05586751371126,3,1,0,1,0,2,0,0,1,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"Spirostan-3,6-diol",1028.520276,431.31774991,[M-H]-,NA,668.23750893,72.04225884,1.05579945446277,3,1,0,1,0,2,0,0,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"Spirostan-3,17-diol",1028.520276,431.31774991,[M-H]-,NA,668.23750893,72.04225884,1.05579945446277,3,1,0,1,0,2,0,0,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"Furost-5-en-3,22,26-triol",1028.520276,431.31774991,[M-H]-,NA,668.23750893,72.04225884,1.05579945446277,3,1,0,1,0,2,0,0,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,2-Hydroxyoleanolic acid,1028.520276,471.34904993,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C)C5CCC34C)O)O)C2C1)C(=O)O,628.20620891,72.04225884,1.03604287529849,3,1,0,0,0,2,0,1,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Hederagenin,1028.520276,471.34904993,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1)C(=O)O,628.20620891,72.04225884,1.03604287529849,3,1,0,0,0,2,0,1,0,0,1,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,24-Hydroxy-amyrin,1028.520276,441.37487072,[M-H]-,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(C(C)(CO)C5CCC34C)O)C2C1,658.18038812,72.04225884,1.03604287529849,3,1,0,0,0,2,1,1,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Erythrodiol,1028.520276,441.37487072,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)CO,658.18038812,72.04225884,1.03604287529849,3,1,0,0,0,2,1,1,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Sophoradiol,1028.520276,441.37487072,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(C)C5CCC4(C)C3(C)CCC2(C)C(C1)O)O,658.18038812,72.04225884,1.03604287529849,3,1,0,0,0,2,1,1,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Spirostan-3-ol,1028.520276,415.32283527,[M-H]-,NA,684.23242357,72.04225884,1.05128810966905,3,1,0,1,0,3,0,0,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,"Furost-20(22)-en-3,26-diol",1028.520276,415.32283527,[M-H]-,NA,684.23242357,72.04225884,1.05128810966905,3,1,0,1,0,3,0,0,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Sarsasapogenin,1028.520276,415.32283527,[M-H]-,NA,684.23242357,72.04225884,1.05128810966905,3,1,0,1,0,3,0,0,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Oleanolic acid,1028.520276,455.35413529,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1)C(=O)O,644.20112355,72.04225884,1.03604287529849,3,1,0,0,0,3,0,1,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol E,1028.520276,455.35413529,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(=O)C1)O,644.20112355,72.04225884,1.03604287529849,3,1,0,0,0,3,0,1,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,Soyasapogenol E,1028.520276,455.35413529,[M-H]-,NA,644.20112355,72.04225884,1.05130755513686,3,1,0,0,0,3,0,1,0,0,0,False,,,,,,,,,,,
74,,1027.513,0,44 candidates,,11-Deoxyo glycyrrhizic acid,1028.520276,455.35413529,[M-H]-,NA,644.20112355,72.04225884,1.05130755513686,3,1,0,0,0,3,0,1,0,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Leptinidine,897.4458,413.32410878,[M]-,NA,538.15338535,54.03169413,5.85683192822893,2,1,0,0,1,0,1,0,1,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Solasodine,897.4458,413.32410878,[M]-,NA,538.15338535,54.03169413,5.85683192822893,2,1,0,0,1,0,1,0,1,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Tomatidenol,897.4458,413.32410878,[M]-,NA,538.15338535,54.03169413,5.85683192822893,2,1,0,0,1,0,1,0,1,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Leptinidine,897.4458,413.32410878,[M]-,NA,538.15338535,54.03169413,5.85683192822893,2,1,1,0,0,1,1,0,0,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Solasodine,897.4458,413.32410878,[M]-,NA,538.15338535,54.03169413,5.85683192822893,2,1,1,0,0,1,1,0,0,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Tomatidenol,897.4458,413.32410878,[M]-,NA,538.15338535,54.03169413,5.85683192822893,2,1,1,0,0,1,1,0,0,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Medicagenic acid,898.453076,501.31902342,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(C5CCC34C)C(=O)O)O)O)C2C1)C(=O)O,450.15847071,54.03169413,3.49501727914893,3,0,0,0,0,0,0,0,3,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Spirostan-3-ol,898.453076,415.31862942,[M-H]-,NA,554.16942942,72.04225884,3.47772100390831,3,1,0,0,0,0,0,1,3,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,"Furost-20(22)-en-3,26-diol",898.453076,415.31862942,[M-H]-,NA,554.16942942,72.04225884,3.47772100390831,3,1,0,0,0,0,0,1,3,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Sarsasapogenin,898.453076,415.31862942,[M-H]-,NA,554.16942942,72.04225884,3.47772100390831,3,1,0,0,0,0,0,1,3,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Ruscogenin,898.453076,429.297894,[M-H]-,NA,522.17960013,54.03169413,3.47262338884336,3,0,0,0,0,0,1,0,0,0,2,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,3-Hydroxy-spirostan-12-one,898.453076,429.297894,[M-H]-,NA,522.17960013,54.03169413,3.47262338884336,3,0,0,0,0,0,1,0,0,0,2,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Furost-20(22)-en-26-ol,898.453076,399.32371479,[M-H]-,NA,552.15377934,54.03169413,3.48287427016649,3,0,0,0,0,0,2,0,0,0,1,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,"12,17-Dihydroxy-spirost-4-en-3-one",898.453076,443.27715857,[M-H]-,NA,508.20033556,54.03169413,3.4675369035203,3,0,0,0,0,1,0,0,0,0,2,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,"Furostan-3,22,26-triol",898.453076,433.32919427,[M-H]-,NA,518.14829986,54.03169413,3.47232287428943,2,1,0,1,0,1,1,0,0,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Soyasapogenol A,898.453076,473.36049429,[M-H]-,CC1(C)CC2C3=CCC4C5(C)CCC(C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(C1O)O)O,478.11699984,54.03169413,3.49501727927546,2,1,0,0,0,1,1,1,0,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Soyasapogenol A,898.453076,473.36049429,[M-H]-,NA,478.11699984,54.03169413,3.47230061394272,2,1,0,0,0,1,1,1,0,0,0,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Diosgenin,898.453076,413.30297936,[M-H]-,NA,538.17451477,54.03169413,3.47778778494771,3,0,0,0,0,1,1,0,0,0,1,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Yamogenin,898.453076,413.30297936,[M-H]-,NA,538.17451477,54.03169413,3.47778778494771,3,0,0,0,0,1,1,0,0,0,1,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Spirost-25(27)-en-3-ol,898.453076,413.30297936,[M-H]-,NA,538.17451477,54.03169413,3.47778778494771,3,0,0,0,0,1,1,0,0,0,1,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Spirost-5-en-3-ol,898.453076,413.30297936,[M-H]-,NA,538.17451477,54.03169413,3.47778778494771,3,0,0,0,0,1,1,0,0,0,1,False,,,,,,,,,,,
55,,897.4458,0,22 candidates,,Bayogenin,898.453076,487.33975886,[M-H]-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(C(C(C)(CO)C5CCC34C)O)O)C2C1)C(=O)O,464.13773527,54.03169413,3.49501727927546,2,1,0,0,0,2,0,1,0,0,0,False,,,,,,,,,,,
75,,809.4345,0,23 candidates,,Acetyldihydroleptinidine,809.4345,457.35506764,[M]-,NA,388.10056178,36.02112942,0.626807582344979,1,1,0,0,1,0,1,0,0,0,0,False,,,,,,,,,,,809.43; 810.435; 471.3467
75,,809.4345,0,23 candidates,,Diosgenin,810.441776,413.30772342,[M-H]-,NA,450.15847071,54.03169413,1.9981981235293,3,0,0,0,0,0,0,0,3,0,0,False,809.43 [M-H]-,,,,,,,,,,809.43; 810.435; 471.3467
75,,809.4345,0,23 candidates,,Yamogenin,810.441776,413.30772342,[M-H]-,NA,450.15847071,54.03169413,1.9981981235293,3,0,0,0,0,0,0,0,3,0,0,False,809.43 [M-H]-,,,,,,,,,,809.43; 810.435; 471.3467
75,,809.4345,0,23 candidates,,Spirost-25(27)-en-3-ol,810.441776,413.30772342,[M-H]-,NA,450.15847071,54.03169413,1.9981981235293,3,0,0,0,0,0,0,0,3,0,0,False,809.43 [M-H]-,,,,,,,,,,809.43; 810.435; 471.3467
75,,809.4345,0,23 candidates,,Spirost-5-en-3-ol,810.441776,413.30772342,[M-H]-,NA,450.15847071,54.03169413,1.9981981235293,3,0,0,0,0,0,0,0,3,0,0,False,809.43 [M-H]-,,,,,,,,,,809.43; 810.435; 471.3467
75,,809.4345,0,23 candidates,,"22-Methoxy-furost-5-en-3,26-diol",810.441776,445.33393821,[M-H]-,NA,418.13225592,54.03169413,2.0041085038273,2,1,0,0,0,0,0,1,1,0,1,False,809.43 [M-H]-,,,,,,,,,,809.43; 810.435; 471.3467
75,,809.4345,0,23 candidates,,Zanhic acid,810.441776,517.31868214,[M-H]-,CC1(C)CCC2(C(C1)C1=CCC3C4(C)CC(C(C(C)(C4CCC3(C)C1(C)CC2O)C(=O)O)O)O)C(=O)O,328.13694728,36.02112942,1.97912203188778,2,0,0,0,0,0,0,0,0,0,2,False,809.43 [M-H]-,,,,,"X-dHex, -dHex","X-dHex, -dHex",X-dHex-dHex,,,809.43; 810.435; 471.3467
75,,809.4345,0,23 candidates,,"Spirostan-3,6-diol",810.441776,431.31828814,[M-H]-,NA,432.14790599,54.03169413,2.00402213076735,2,1,0,0,0,0,0,1,0,0,2,False,809.43 [M-H]-,,,,,,,,,,809.43; 810.435; 471.3467
