101.0231	144
103.004	322.66666
105.0093	68
112.9886	72
113.025	11202.667
114.0294	465.33334
115.032	97.333336
119.034	405.33334
139.003	56
157.0107	66.666664
161.0391	64
161.0461	70.666664
175.0259	6486.6665
176.027	68
176.0329	96
177.0273	76
177.0351	129.33333
179.0513	172
179.058	257.33334
180.9649	74.666664
193.0349	137.33333
273.059	80
312.1256	50.666668
337.1159	69.333336
355.089	1312
356.0954	93.333336
356.7718	58.666668
409.1272	57.333332
454.3124	58.666668
455.3207	277.33334
456.3158	77.333336
491.1353	88
499.3182	100
517.3181	1004
518.313	224
519.3226	61.333332
728.5879	60
855.4025	285.33334
927.4444	272
928.4436	89.333336
928.4718	124
1055.9939	57.333332
1176.8498	60
1235.546	370.66666
1236.4946	58.666668
1236.5346	157.33333
1252.5514	57.333332
1257.5082	296
1258.5202	69.333336
1258.5586	77.333336
1259.5056	185.33333
1265.3663	89.333336
1265.5478	37573.332
1266.551	20985.334
1267.5493	7385.3335
1268.4336	86.666664
1268.5072	209.33333
1268.5614	1878.6666
1269.523	90.666664
1269.5633	244
1270.0165	66.666664
1270.5083	89.333336
1270.5586	54.666668
1272.877	58.666668
1287.5088	409.33334
1287.557	214.66667
1288.5283	233.33333
1289.5292	93.333336
1290.554	78.666664
1304.596	56
